Date,Campaign,Ad Group,Sector,Country,Impressions,Clicks,Cost,Conversions,Conv. value
2024-01-26,TUSAS_Search,Generic,Defense,Turkey,8793,461,1272.66,99,22824.16
2024-01-27,TUSAS_Search,Generic,Defense,Turkey,70623,4344,1774.89,439,109390.96
2024-01-28,TUSAS_Search,Generic,Defense,Germany,130765,6639,350.46,303,38393.01
2024-01-29,TUSAS_Search,Generic,Defense,UK,25013,3399,1720.73,654,114622.63
2024-01-30,TUSAS_Search,Generic,Defense,Turkey,146178,17845,761.39,2457,532079.23
2024-01-01,TUSAS_Search,Competitor,Defense,USA,96763,8415,599.39,823,167245.76
2024-01-02,TUSAS_Search,Competitor,Defense,USA,131504,941,934.2,293,31645.47
2024-01-03,TUSAS_Search,Competitor,Defense,France,36018,5093,2216.4,134,12675.12
2024-01-04,TUSAS_Search,Competitor,Defense,UK,139807,13540,1934.45,4709,195865.72
2024-01-05,TUSAS_Search,Competitor,Defense,Germany,21441,1923,1191.29,529,54230.87
2024-01-06,TUSAS_Search,Competitor,Defense,France,49700,6369,2417.35,1772,244791.79
2024-01-07,TUSAS_Search,Competitor,Defense,Turkey,34548,4324,424.89,337,20706.14
2024-01-08,TUSAS_Search,Competitor,Defense,USA,92707,8581,2242.57,323,26287.74
2024-01-09,TUSAS_Search,Competitor,Defense,France,73945,2130,1581.3,629,91225.48
2024-01-10,TUSAS_Search,Competitor,Defense,France,46206,4928,2356.94,315,20008.84
2024-01-11,TUSAS_Search,Competitor,Defense,France,90504,9314,150.93,3538,111036.72
2024-01-12,TUSAS_Search,Competitor,Defense,Turkey,71377,3533,1929.05,853,139955.46
2024-01-13,TUSAS_Search,Competitor,Defense,Turkey,132557,17957,759.7,2474,330681.23
2024-01-14,TUSAS_Search,Competitor,Defense,UK,79970,7510,228.78,245,14839.18
2024-01-15,TUSAS_Search,Competitor,Defense,UK,128943,15298,549.86,4969,284850.19
2024-01-16,TUSAS_Search,Competitor,Defense,Germany,92536,6612,370.38,1517,213700.59
2024-01-17,TUSAS_Search,Competitor,Defense,Turkey,85654,4040,1192.86,547,69009.03
2024-01-18,TUSAS_Search,Competitor,Defense,USA,27378,287,761.02,49,10752.41
2024-01-19,TUSAS_Search,Competitor,Defense,UK,67082,2696,2043.02,640,43336.11
2024-01-20,TUSAS_Search,Competitor,Defense,USA,132617,16946,1193.7,2527,345967.3
2024-01-21,TUSAS_Search,Competitor,Defense,Turkey,105086,8361,1170.22,986,72379.79
2024-01-22,TUSAS_Search,Competitor,Defense,Germany,14755,287,739.32,76,16988.01
2024-01-23,TUSAS_Search,Competitor,Defense,UK,76907,8873,70.03,440,53661.85
2024-01-24,TUSAS_Search,Competitor,Defense,Germany,97886,12595,1037.97,370,42598.42
2024-01-25,TUSAS_Search,Competitor,Defense,France,149276,6458,938.18,1182,49105.77
2024-01-26,TUSAS_Search,Competitor,Defense,France,120057,9245,2072.01,2552,454484.9
2024-01-27,TUSAS_Search,Competitor,Defense,Turkey,35728,872,1015.06,173,26038.6
2024-01-28,TUSAS_Search,Competitor,Defense,Germany,39818,1710,1526.03,411,56519.7
2024-01-29,TUSAS_Search,Competitor,Defense,Turkey,12201,360,1798.3,121,17163.83
2024-01-30,TUSAS_Search,Competitor,Defense,USA,137136,4660,853.52,1255,121319.92
2024-01-01,TUSAS_Search,Remarketing,Defense,UK,80442,9807,874.11,3392,473813.8
2024-01-02,TUSAS_Search,Remarketing,Defense,UK,149567,9903,1213.49,68,7335.87
2024-01-03,TUSAS_Search,Remarketing,Defense,Turkey,111193,10161,2002.05,2970,657030.23
2024-01-04,TUSAS_Search,Remarketing,Defense,Turkey,126410,8780,2419.32,3206,781343.22
2024-01-05,TUSAS_Search,Remarketing,Defense,France,61649,921,1479.63,87,12436.85
2024-01-06,TUSAS_Search,Remarketing,Defense,France,101664,2501,2063.07,248,7961.63
2024-01-07,TUSAS_Search,Remarketing,Defense,Turkey,52012,235,1130.54,53,3130.82
2024-01-08,TUSAS_Search,Remarketing,Defense,USA,109577,8301,1948.68,1931,427492.47
2024-01-09,TUSAS_Search,Remarketing,Defense,Turkey,38197,4329,557.99,665,165969.13
2024-01-10,TUSAS_Search,Remarketing,Defense,UK,139750,12427,818.69,1418,182105.65
2024-01-11,TUSAS_Search,Remarketing,Defense,France,91738,9030,918.0,3162,696342.73
2024-01-12,TUSAS_Search,Remarketing,Defense,Germany,128924,6380,2395.48,1142,171950.36
2024-01-13,TUSAS_Search,Remarketing,Defense,USA,80017,4815,1777.01,1413,259458.39
2024-01-14,TUSAS_Search,Remarketing,Defense,Germany,127777,11509,1423.19,2240,201045.85
2024-01-15,TUSAS_Search,Remarketing,Defense,France,144394,12521,2244.61,3232,675924.09
2024-01-16,TUSAS_Search,Remarketing,Defense,USA,78140,769,754.69,40,4117.27
2024-01-17,TUSAS_Search,Remarketing,Defense,UK,69225,7929,574.27,2206,189726.73
2024-01-18,TUSAS_Search,Remarketing,Defense,France,73203,2329,317.61,758,119033.94
2024-01-19,TUSAS_Search,Remarketing,Defense,USA,15307,2255,602.9,238,8760.9
2024-01-20,TUSAS_Search,Remarketing,Defense,UK,88584,11833,1207.39,1126,29462.72
2024-01-21,TUSAS_Search,Remarketing,Defense,France,43403,3413,1649.59,974,128982.84
2024-01-22,TUSAS_Search,Remarketing,Defense,USA,77299,5342,749.27,242,55487.17
2024-01-23,TUSAS_Search,Remarketing,Defense,Turkey,62875,8847,1859.78,3482,820883.63
2024-01-24,TUSAS_Search,Remarketing,Defense,USA,111546,5840,2338.11,148,36905.82
2024-01-25,TUSAS_Search,Remarketing,Defense,UK,131861,6185,2344.69,1185,263386.65
2024-01-26,TUSAS_Search,Remarketing,Defense,Turkey,80221,9385,1526.82,1372,122144.18
2024-01-27,TUSAS_Search,Remarketing,Defense,France,139446,16264,2228.69,1099,237920.8
2024-01-28,TUSAS_Search,Remarketing,Defense,UK,73522,3239,2031.59,677,41676.94
2024-01-29,TUSAS_Search,Remarketing,Defense,UK,69440,3130,84.51,690,140016.68
2024-01-30,TUSAS_Search,Remarketing,Defense,France,52636,1517,1546.84,415,87595.17
2024-01-01,TEI_Search,Brand,Defense,France,87964,1501,1032.04,97,6457.85
2024-01-02,TEI_Search,Brand,Defense,USA,127161,10683,2342.77,55,4602.22
2024-01-03,TEI_Search,Brand,Defense,USA,119109,8828,2387.39,1236,192882.34
2024-01-04,TEI_Search,Brand,Defense,France,4997,347,1651.52,60,2338.68
2024-01-05,TEI_Search,Brand,Defense,Turkey,124000,10133,441.31,2810,387968.57
2024-01-06,TEI_Search,Brand,Defense,Germany,32779,2496,950.48,226,16792.69
2024-01-07,TEI_Search,Brand,Defense,USA,127352,5099,1164.7,2025,326614.81
2024-01-08,TEI_Search,Brand,Defense,UK,145978,15508,1905.51,5440,1146538.7
2024-01-09,TEI_Search,Brand,Defense,USA,23461,2232,1144.53,720,76609.15
2024-01-10,TEI_Search,Brand,Defense,France,31414,585,2080.5,231,32047.69
2024-01-11,TEI_Search,Brand,Defense,France,142682,4990,453.12,1749,248492.4
2024-01-12,TEI_Search,Brand,Defense,Turkey,55844,8088,272.81,2090,261738.24
2024-01-13,TEI_Search,Brand,Defense,Turkey,120864,4403,1307.46,935,142007.82
2024-01-14,TEI_Search,Brand,Defense,France,123209,10178,1822.04,1621,133331.91
2024-01-15,TEI_Search,Brand,Defense,Turkey,59121,1276,160.96,176,32135.24
2024-01-16,TEI_Search,Brand,Defense,France,17795,362,2466.04,120,3856.84
2024-01-17,TEI_Search,Brand,Defense,UK,49181,6379,381.8,1721,188025.63
2024-01-18,TEI_Search,Brand,Defense,UK,119581,12449,970.33,4417,242593.59
2024-01-19,TEI_Search,Brand,Defense,Germany,33098,1542,2482.47,402,57883.81
2024-01-20,TEI_Search,Brand,Defense,USA,2910,91,2447.3,29,5119.59
2024-01-21,TEI_Search,Brand,Defense,France,113182,12508,2067.23,2027,260754.67
2024-01-22,TEI_Search,Brand,Defense,USA,74259,3168,2346.66,231,7449.49
2024-01-23,TEI_Search,Brand,Defense,UK,6101,326,554.9,25,3965.94
2024-01-24,TEI_Search,Brand,Defense,UK,14760,1082,1864.33,205,25372.16
2024-01-25,TEI_Search,Brand,Defense,France,58955,1004,393.33,148,11497.58
2024-01-26,TEI_Search,Brand,Defense,France,85598,9541,1514.9,2754,575960.71
2024-01-27,TEI_Search,Brand,Defense,USA,81105,2427,2464.95,533,39833.55
2024-01-28,TEI_Search,Brand,Defense,Germany,74129,1078,1413.96,302,67326.56
2024-01-29,TEI_Search,Brand,Defense,USA,113988,16320,164.87,2821,668173.43
2024-01-30,TEI_Search,Brand,Defense,UK,139484,10524,1755.96,3344,195871.33
2024-01-01,TEI_Search,Generic,Defense,UK,50202,6260,1367.92,987,213292.39
2024-01-02,TEI_Search,Generic,Defense,Germany,39840,3873,2291.12,1151,135648.15
2024-01-03,TEI_Search,Generic,Defense,UK,148089,17446,378.53,1989,163841.93
2024-01-04,TEI_Search,Generic,Defense,Germany,22727,1922,2125.48,94,13678.69
2024-01-05,TEI_Search,Generic,Defense,USA,15510,1179,974.06,309,49643.16
2024-01-06,TEI_Search,Generic,Defense,Turkey,51325,6671,1916.16,2289,168993.93
2024-01-07,TEI_Search,Generic,Defense,USA,89284,5047,2394.7,31,2252.36
2024-01-08,TEI_Search,Generic,Defense,USA,32753,4003,2290.38,1424,229250.25
2024-01-09,TEI_Search,Generic,Defense,USA,105974,15073,636.36,2634,525458.3
2024-01-10,TEI_Search,Generic,Defense,UK,124224,17566,1639.37,2526,211808.55
2024-01-11,TEI_Search,Generic,Defense,France,132358,15350,291.59,5918,773099.97
2024-01-12,TEI_Search,Generic,Defense,Germany,55248,6153,816.66,187,28343.23
2024-01-13,TEI_Search,Generic,Defense,USA,40252,212,688.9,74,11492.73
2024-01-14,TEI_Search,Generic,Defense,UK,79382,2577,530.67,471,52028.52
2024-01-15,TEI_Search,Generic,Defense,USA,132888,18123,1653.79,5610,566340.52
2024-01-16,TEI_Search,Generic,Defense,UK,130606,15180,462.17,2885,181999.6
2024-01-17,TEI_Search,Generic,Defense,France,130009,6110,2296.4,2220,550166.61
2024-01-18,TEI_Search,Generic,Defense,Turkey,139348,1188,2105.72,38,9031.36
2024-01-19,TEI_Search,Generic,Defense,Turkey,3673,291,386.85,80,6165.8
2024-01-20,TEI_Search,Generic,Defense,USA,4396,303,1289.05,47,1814.26
2024-01-21,TEI_Search,Generic,Defense,France,128669,16066,88.54,4359,650013.21
2024-01-22,TEI_Search,Generic,Defense,Turkey,6384,622,1819.37,137,33555.8
2024-01-23,TEI_Search,Generic,Defense,Turkey,133652,14189,2025.11,1468,72047.53
2024-01-24,TEI_Search,Generic,Defense,Turkey,139464,4959,640.37,1269,182041.35
2024-01-25,TEI_Search,Generic,Defense,Germany,72077,6582,243.6,1663,213320.48
2024-01-26,TEI_Search,Generic,Defense,USA,61207,4994,1725.9,1736,74888.97
2024-01-27,TEI_Search,Generic,Defense,Turkey,26510,1740,979.2,565,74637.15
2024-01-28,TEI_Search,Generic,Defense,Turkey,46927,757,1274.65,222,37763.12
2024-01-29,TEI_Search,Generic,Defense,Germany,26998,3745,1343.99,87,6672.68
2024-01-30,TEI_Search,Generic,Defense,France,126649,8963,164.08,304,54414.93
2024-01-01,TEI_Search,Competitor,Defense,Germany,144352,18545,1662.37,1469,343705.5
2024-01-02,TEI_Search,Competitor,Defense,Germany,6104,292,1488.24,96,20126.92
2024-01-03,TEI_Search,Competitor,Defense,UK,22168,1305,448.0,246,37516.62
2024-01-04,TEI_Search,Competitor,Defense,UK,143705,10950,990.42,1146,232479.93
2024-01-05,TEI_Search,Competitor,Defense,Turkey,133279,11413,181.56,3580,276492.0
2024-01-06,TEI_Search,Competitor,Defense,Turkey,91284,9995,1934.06,3911,621895.73
2024-01-07,TEI_Search,Competitor,Defense,Germany,9766,1378,719.65,461,62412.84
2024-01-08,TEI_Search,Competitor,Defense,Germany,146975,12381,1108.03,4799,833352.01
2024-01-09,TEI_Search,Competitor,Defense,Turkey,79431,4117,1797.12,168,14329.34
2024-01-10,TEI_Search,Competitor,Defense,UK,42442,6139,1004.57,1477,72334.53
2024-01-11,TEI_Search,Competitor,Defense,Turkey,82810,7366,931.8,1104,52994.28
2024-01-12,TEI_Search,Competitor,Defense,Turkey,51123,3610,1149.67,1136,159379.88
2024-01-13,TEI_Search,Competitor,Defense,Turkey,8884,263,917.09,11,1752.39
2024-01-14,TEI_Search,Competitor,Defense,Germany,102987,282,765.03,49,9815.34
2024-01-15,TEI_Search,Competitor,Defense,France,65633,9450,1326.71,2807,310635.83
2024-01-16,TEI_Search,Competitor,Defense,USA,72495,5013,707.6,298,11692.06
2024-01-17,TEI_Search,Competitor,Defense,UK,74341,6979,784.39,315,33469.73
2024-01-18,TEI_Search,Competitor,Defense,USA,131971,19537,1560.84,3750,184007.94
2024-01-19,TEI_Search,Competitor,Defense,Germany,3774,565,1019.45,215,35376.8
2024-01-20,TEI_Search,Competitor,Defense,Germany,117401,11048,1105.01,1115,103246.7
2024-01-21,TEI_Search,Competitor,Defense,France,54652,4004,819.75,815,198014.99
2024-01-22,TEI_Search,Competitor,Defense,Germany,130714,18950,1965.84,2669,292555.61
2024-01-23,TEI_Search,Competitor,Defense,UK,97686,1945,2333.56,204,32283.22
2024-01-24,TEI_Search,Competitor,Defense,France,49166,5664,1930.66,110,26336.86
2024-01-25,TEI_Search,Competitor,Defense,UK,56958,7263,2004.33,2837,115070.71
2024-01-26,TEI_Search,Competitor,Defense,UK,132889,4640,1601.67,495,40517.42
2024-01-27,TEI_Search,Competitor,Defense,USA,112920,12433,231.21,4898,650590.6
2024-01-28,TEI_Search,Competitor,Defense,UK,142081,16680,2312.56,5666,674920.64
2024-01-29,TEI_Search,Competitor,Defense,Turkey,96248,11575,2243.98,4398,697564.52
2024-01-30,TEI_Search,Competitor,Defense,Turkey,30670,2113,1661.12,363,22660.7
2024-01-01,TEI_Search,Remarketing,Defense,France,13612,1233,2459.84,346,58998.99
2024-01-02,TEI_Search,Remarketing,Defense,Germany,114841,3551,75.84,529,39648.68
2024-01-03,TEI_Search,Remarketing,Defense,France,148274,19102,1734.78,1810,226793.32
2024-01-04,TEI_Search,Remarketing,Defense,UK,123389,16479,419.33,201,26858.32
2024-01-05,TEI_Search,Remarketing,Defense,Germany,111045,2893,334.37,290,29978.44
2024-01-06,TEI_Search,Remarketing,Defense,Germany,121362,6858,1326.73,1426,188426.75
2024-01-07,TEI_Search,Remarketing,Defense,UK,120606,10530,214.58,366,75868.81
2024-01-08,TEI_Search,Remarketing,Defense,Turkey,7920,782,1637.53,84,19675.53
2024-01-09,TEI_Search,Remarketing,Defense,USA,137264,5796,1402.18,1355,204558.95
2024-01-10,TEI_Search,Remarketing,Defense,UK,62779,6716,1592.91,763,129029.21
2024-01-11,TEI_Search,Remarketing,Defense,UK,105699,558,1856.6,50,6307.72
2024-01-12,TEI_Search,Remarketing,Defense,UK,103930,152,1776.6,13,1139.16
2024-01-13,TEI_Search,Remarketing,Defense,Turkey,28673,1611,946.19,201,25717.72
2024-01-14,TEI_Search,Remarketing,Defense,Germany,130315,17372,2416.5,2567,408970.43
2024-01-15,TEI_Search,Remarketing,Defense,France,104903,9697,329.87,1441,310163.01
2024-01-16,TEI_Search,Remarketing,Defense,France,47227,6746,1700.29,1218,282214.96
2024-01-17,TEI_Search,Remarketing,Defense,France,24217,2832,378.17,241,18961.61
2024-01-18,TEI_Search,Remarketing,Defense,Turkey,49984,3138,1748.92,1046,117574.83
2024-01-19,TEI_Search,Remarketing,Defense,France,38141,4788,990.09,380,51110.3
2024-01-20,TEI_Search,Remarketing,Defense,France,47412,4625,458.82,591,33430.93
2024-01-21,TEI_Search,Remarketing,Defense,Germany,120227,1836,2170.53,9,1206.33
2024-01-22,TEI_Search,Remarketing,Defense,USA,102648,9280,1288.32,2027,237270.95
2024-01-23,TEI_Search,Remarketing,Defense,UK,110955,14624,1247.31,677,103049.22
2024-01-24,TEI_Search,Remarketing,Defense,USA,78569,615,723.39,137,12323.26
2024-01-25,TEI_Search,Remarketing,Defense,UK,131843,18093,1301.47,4691,237817.27
2024-01-26,TEI_Search,Remarketing,Defense,France,98170,8960,2065.4,170,33320.16
2024-01-27,TEI_Search,Remarketing,Defense,UK,145223,7241,2474.95,419,79860.33
2024-01-28,TEI_Search,Remarketing,Defense,USA,80042,608,1151.84,89,19490.55
2024-01-29,TEI_Search,Remarketing,Defense,Turkey,117099,3926,1950.3,485,35027.96
2024-01-30,TEI_Search,Remarketing,Defense,France,93915,11724,1545.14,3507,218646.94
2024-01-01,BAYKAR_Search,Brand,Defense,USA,56164,3470,2023.33,1167,121290.37
2024-01-02,BAYKAR_Search,Brand,Defense,Germany,143234,5597,842.95,1198,107939.78
2024-01-03,BAYKAR_Search,Brand,Defense,Germany,136850,3200,382.19,842,195110.73
2024-01-04,BAYKAR_Search,Brand,Defense,Germany,35262,1167,661.71,364,35479.72
2024-01-05,BAYKAR_Search,Brand,Defense,USA,104944,8099,398.32,2590,221344.92
2024-01-06,BAYKAR_Search,Brand,Defense,UK,100349,7485,235.01,381,44059.38
2024-01-07,BAYKAR_Search,Brand,Defense,Germany,98749,7529,2378.12,1340,208959.6
2024-01-08,BAYKAR_Search,Brand,Defense,Turkey,122179,11818,2132.76,4378,501220.02
2024-01-09,BAYKAR_Search,Brand,Defense,UK,57535,8185,707.92,1161,117255.09
2024-01-10,BAYKAR_Search,Brand,Defense,France,36234,4717,2138.44,1614,165179.04
2024-01-11,BAYKAR_Search,Brand,Defense,Turkey,14043,283,1584.14,107,13739.43
2024-01-12,BAYKAR_Search,Brand,Defense,Turkey,43414,3695,1168.47,876,61776.92
2024-01-13,BAYKAR_Search,Brand,Defense,USA,81132,2684,2192.34,561,25806.84
2024-01-14,BAYKAR_Search,Brand,Defense,Germany,67638,1430,961.02,169,6194.21
2024-01-15,BAYKAR_Search,Brand,Defense,Germany,63379,7112,1655.94,389,9820.08
2024-01-16,BAYKAR_Search,Brand,Defense,UK,22431,623,1504.51,132,23495.49
2024-01-17,BAYKAR_Search,Brand,Defense,Turkey,4113,431,2051.92,108,19564.95
2024-01-18,BAYKAR_Search,Brand,Defense,UK,20567,1017,988.52,374,77171.27
2024-01-19,BAYKAR_Search,Brand,Defense,Turkey,84143,6102,2208.42,561,62333.96
2024-01-20,BAYKAR_Search,Brand,Defense,USA,39448,640,1349.75,4,649.29
2024-01-21,BAYKAR_Search,Brand,Defense,USA,117369,11587,1819.96,1240,287650.46
2024-01-22,BAYKAR_Search,Brand,Defense,France,117968,7198,262.39,411,23222.72
2024-01-23,BAYKAR_Search,Brand,Defense,Turkey,102671,5839,2409.96,1288,261454.02
2024-01-24,BAYKAR_Search,Brand,Defense,USA,74605,10641,256.41,2334,467425.91
2024-01-25,BAYKAR_Search,Brand,Defense,Turkey,81075,3446,1318.49,1043,70345.62
2024-01-26,BAYKAR_Search,Brand,Defense,UK,79474,10666,183.69,1960,267245.48
2024-01-27,BAYKAR_Search,Brand,Defense,Turkey,65198,8265,1613.3,290,41720.69
2024-01-28,BAYKAR_Search,Brand,Defense,Turkey,96659,5265,373.36,1723,184736.28
2024-01-29,BAYKAR_Search,Brand,Defense,USA,125473,2471,90.89,69,1939.14
2024-01-30,BAYKAR_Search,Brand,Defense,USA,12440,203,2374.27,50,6949.37
2024-01-01,BAYKAR_Search,Generic,Defense,France,110903,13959,1769.44,675,114156.6
2024-01-02,BAYKAR_Search,Generic,Defense,France,42024,2353,254.81,80,11203.48
2024-01-03,BAYKAR_Search,Generic,Defense,USA,42731,4474,850.54,1201,201427.16
2024-01-04,BAYKAR_Search,Generic,Defense,Turkey,83309,11527,1121.84,1954,74308.35
2024-01-05,BAYKAR_Search,Generic,Defense,Turkey,115897,3880,1160.76,1246,46577.27
2024-01-06,BAYKAR_Search,Generic,Defense,USA,33311,183,1784.36,1,61.86
2024-01-07,BAYKAR_Search,Generic,Defense,Germany,139102,17028,1968.32,5904,491983.66
2024-01-08,BAYKAR_Search,Generic,Defense,Germany,35274,2281,1845.69,120,23828.62
2024-01-09,BAYKAR_Search,Generic,Defense,Turkey,89821,13303,1101.85,4291,168941.81
2024-01-10,BAYKAR_Search,Generic,Defense,France,22203,2112,1165.23,368,13790.36
2024-01-11,BAYKAR_Search,Generic,Defense,France,45746,3092,435.41,210,47504.18
2024-01-12,BAYKAR_Search,Generic,Defense,Turkey,61874,8416,56.29,50,4001.2
2024-01-13,BAYKAR_Search,Generic,Defense,UK,97414,6354,2304.56,733,171896.58
2024-01-14,BAYKAR_Search,Generic,Defense,Turkey,146930,21566,1077.45,5272,426289.79
2024-01-15,BAYKAR_Search,Generic,Defense,Germany,73108,1356,1450.26,122,16831.02
2024-01-16,BAYKAR_Search,Generic,Defense,Turkey,49014,1908,2020.63,47,11264.39
2024-01-17,BAYKAR_Search,Generic,Defense,Turkey,123921,9330,1945.14,1272,125473.52
2024-01-18,BAYKAR_Search,Generic,Defense,France,121733,341,953.85,74,11237.38
2024-01-19,BAYKAR_Search,Generic,Defense,Germany,65591,7680,952.27,2020,503994.24
2024-01-20,BAYKAR_Search,Generic,Defense,USA,145277,8112,418.89,1679,51007.7
2024-01-21,BAYKAR_Search,Generic,Defense,France,92812,10499,2106.96,78,18639.88
2024-01-22,BAYKAR_Search,Generic,Defense,Turkey,100638,13990,1858.3,2519,121890.71
2024-01-23,BAYKAR_Search,Generic,Defense,France,64434,6958,1255.47,245,59737.33
2024-01-24,BAYKAR_Search,Generic,Defense,USA,75354,1604,157.56,237,53772.85
2024-01-25,BAYKAR_Search,Generic,Defense,France,110280,12285,1173.22,695,108193.01
2024-01-26,BAYKAR_Search,Generic,Defense,France,36999,5300,2058.91,306,48402.02
2024-01-27,BAYKAR_Search,Generic,Defense,Turkey,116028,4363,630.09,534,115587.28
2024-01-28,BAYKAR_Search,Generic,Defense,UK,87524,5291,1159.26,956,39965.27
2024-01-29,BAYKAR_Search,Generic,Defense,USA,37680,4869,316.98,216,13388.62
2024-01-30,BAYKAR_Search,Generic,Defense,UK,84321,6740,345.81,1467,355076.81
2024-01-01,BAYKAR_Search,Competitor,Defense,USA,120467,10182,1185.2,3491,181464.1
2024-01-02,BAYKAR_Search,Competitor,Defense,USA,81748,11625,1757.35,330,24215.29
2024-01-03,BAYKAR_Search,Competitor,Defense,Germany,40882,827,1792.34,182,20776.21
2024-01-04,BAYKAR_Search,Competitor,Defense,Turkey,80339,4342,2059.22,356,11389.68
2024-01-05,BAYKAR_Search,Competitor,Defense,UK,120541,8267,282.08,417,85850.61
2024-01-06,BAYKAR_Search,Competitor,Defense,USA,33838,177,201.09,28,1523.51
2024-01-07,BAYKAR_Search,Competitor,Defense,UK,99580,11324,1594.23,688,107343.72
2024-01-08,BAYKAR_Search,Competitor,Defense,Germany,21657,169,2493.05,25,5701.54
2024-01-09,BAYKAR_Search,Competitor,Defense,UK,35761,833,2267.44,169,8884.11
2024-01-10,BAYKAR_Search,Competitor,Defense,UK,15274,768,2314.12,221,46383.31
2024-01-11,BAYKAR_Search,Competitor,Defense,UK,132056,1046,987.69,218,13926.19
2024-01-12,BAYKAR_Search,Competitor,Defense,USA,51060,2332,735.64,904,52831.63
2024-01-13,BAYKAR_Search,Competitor,Defense,France,66431,4915,1272.28,1807,269071.24
2024-01-14,BAYKAR_Search,Competitor,Defense,Turkey,24995,1225,988.39,214,14953.89
2024-01-15,BAYKAR_Search,Competitor,Defense,France,67312,8987,1997.37,1566,314658.02
2024-01-16,BAYKAR_Search,Competitor,Defense,Germany,127746,17922,1964.52,2818,649132.86
2024-01-17,BAYKAR_Search,Competitor,Defense,France,86306,6443,712.57,106,10255.23
2024-01-18,BAYKAR_Search,Competitor,Defense,USA,9681,655,193.55,241,34733.47
2024-01-19,BAYKAR_Search,Competitor,Defense,France,63017,2695,295.33,493,41889.51
2024-01-20,BAYKAR_Search,Competitor,Defense,Turkey,59517,6443,919.27,711,45946.66
2024-01-21,BAYKAR_Search,Competitor,Defense,France,85362,12173,1759.19,4846,151905.03
2024-01-22,BAYKAR_Search,Competitor,Defense,Germany,149746,4736,1429.62,385,82103.86
